width (um),neff - mode1,TE pol fraction - mode1,neff - mode2,TE pol fraction - mode2,neff - mode3,TE pol fraction - mode3,neff - mode4,TE pol fraction - mode4,neff - mode5,TE pol fraction - mode5,neff - mode6,TE pol fraction - mode6,neff - mode7,TE pol fraction - mode7,neff - mode8,TE pol fraction - mode8
0.1,1.449415062,0.006235708,1.409088207,0.998212872,1.393674141,6.49E-06,1.391817785,0.208701585,1.38838553,0.792612313,1.360030187,0.994648463,1.349216634,3.46E-05,1.345509954,0.005718067
0.11,1.452438251,0.007543601,1.410992036,0.997552244,1.393933641,8.41E-06,1.392296081,0.209087843,1.388450574,0.792932224,1.361977762,0.994524829,1.349475513,4.63E-05,1.348472906,0.006507132
0.12,1.455730913,0.008914877,1.413241984,0.996740133,1.394193079,1.37E-05,1.392819357,0.210234191,1.388515534,0.792681046,1.363954425,0.994477908,1.351470742,0.007191018,1.349733037,6.37E-05
0.13,1.45950856,0.010584448,1.416170934,0.995593676,1.394452966,1.69E-05,1.393338123,0.211163058,1.388580175,0.792690118,1.366083989,0.994432044,1.354599765,0.007876141,1.349988721,8.15E-05
0.14,1.463664179,0.012311454,1.419692015,0.994206593,1.394713217,2.55E-05,1.393896463,0.212687598,1.388644783,0.792291492,1.368187773,0.994514518,1.357737017,0.008389476,1.350243207,0.000107556
0.15,1.468359384,0.014355299,1.424345602,0.992288429,1.394974298,3.02E-05,1.394464077,0.214186127,1.388709186,0.792008326,1.370379687,0.994650139,1.360910102,0.008857891,1.35049592,0.000133823
0.16,1.473552124,0.016415854,1.429961328,0.990060151,1.395236246,4.28E-05,1.395058361,0.216156072,1.388773574,0.791424135,1.372448027,0.994937106,1.36405211,0.009103087,1.350747535,0.000170367
0.17,1.479288534,0.018764478,1.437393699,0.987099373,1.395678061,0.218272041,1.395499384,4.94E-05,1.388837902,0.790841216,1.374502,0.995293461,1.367115601,0.009287094,1.350997459,0.000207007
0.18,1.485637158,0.021048419,1.446368613,0.983825848,1.396316561,0.220758093,1.395763988,6.66E-05,1.388902236,0.790046304,1.376356292,0.995758339,1.370110494,0.009235785,1.35124642,0.00025682
0.19,1.492465151,0.023550827,1.458093672,0.979683207,1.396996338,0.223570207,1.396030096,7.56E-05,1.38896669,0.789138665,1.378104823,0.996243847,1.372926848,0.00915377,1.35149376,0.000306241
0.2,1.499984136,0.025877484,1.472112363,0.975356687,1.397685696,0.226639673,1.396298443,9.79E-05,1.389031154,0.788106422,1.379628639,0.996754447,1.375647263,0.008867972,1.351740271,0.000372288
0.21,1.507850375,0.028342534,1.489998135,0.970164077,1.398434162,0.230234118,1.396568567,0.000109788,1.389095954,0.786839376,1.381010006,0.997227399,1.378128444,0.008617359,1.351985217,0.000437034
0.22,1.516443657,0.030526373,1.511146085,0.965091742,1.399184631,0.233979511,1.396841854,0.000138278,1.3891608,0.785514434,1.382203349,0.997672887,1.380505736,0.008228803,1.352229509,0.000522984
0.23,1.537401997,0.959399734,1.525281728,0.032798787,1.400021554,0.238514153,1.397117124,0.000153776,1.389226282,0.783789247,1.38326592,0.998062069,1.382642382,0.007960188,1.352472337,0.000607239
0.24,1.567254157,0.954475261,1.534684229,0.034694448,1.400837943,0.242998421,1.397396776,0.000190097,1.38929189,0.782028157,1.384648209,0.007707868,1.384179838,0.998402147,1.352714572,0.000716173
0.25,1.602766978,0.949476947,1.544246289,0.036662307,1.401772345,0.248558169,1.397678528,0.00021105,1.389358672,0.779456963,1.386444967,0.00789668,1.384989872,0.998695422,1.352955466,0.000823425
0.26,1.641669641,0.945892319,1.554268694,0.038214222,1.402677972,0.253976815,1.397966165,0.000257136,1.389427356,0.774560833,1.388120354,0.010525499,1.385701862,0.998942245,1.35319592,0.00096044
0.27,1.68508257,0.942775071,1.564276349,0.039835697,1.403729235,0.260724966,1.398256049,0.000286552,1.389653411,0.134451247,1.389454502,0.65046496,1.386328011,0.999156035,1.353435096,0.001094983
0.28,1.730702574,0.941400845,1.574732967,0.04103971,1.404747855,0.267279937,1.398553498,0.000344778,1.391026512,0.006288323,1.38955312,0.773282273,1.386895303,0.999330044,1.35367404,0.001266053
0.29,1.778448622,0.940576943,1.585002484,0.042333659,1.405948181,0.2754753,1.398853953,0.000387214,1.392267846,0.005116587,1.389623721,0.771185802,1.38739124,0.999483295,1.353911759,0.001433169
0.3,1.826644217,0.941414326,1.595642287,0.04320546,1.407106116,0.283378848,1.399162911,0.000460415,1.393442251,0.004710399,1.389693236,0.768470421,1.387854317,0.99960204,1.354149454,0.00164543
0.31,1.874537561,0.942483169,1.605957404,0.044193768,1.408491361,0.293287141,1.399476289,0.000520545,1.39448071,0.004471161,1.389764265,0.764916541,1.388257776,0.999709727,1.354385984,0.001852483
0.32,1.9216379,0.944836399,1.616621597,0.044787578,1.409833521,0.302848676,1.399799394,0.000613953,1.395471655,0.004230529,1.389835576,0.761480722,1.388645779,0.999784786,1.35462273,0.002113773
0.33,1.966757053,0.94701339,1.626828406,0.045512694,1.411460495,0.314823663,1.400128612,0.000698386,1.396347174,0.00403885,1.389908963,0.757174592,1.388983272,0.999856095,1.354858368,0.002369206
0.34,2.010480469,0.950115215,1.637366603,0.045877181,1.413042837,0.326336095,1.400469049,0.000818586,1.397189788,0.003845635,1.389983075,0.752987885,1.389316838,0.99989508,1.355094491,0.00268992
0.35,2.051354364,0.952735288,1.647337161,0.046376879,1.414983086,0.340669986,1.400818091,0.0009364,1.397934509,0.003664298,1.39005968,0.747812098,1.389607139,0.999935167,1.355329561,0.003004828
0.36,2.090828882,0.956002233,1.657643072,0.046565316,1.4168922,0.354493073,1.401179427,0.001091965,1.398658332,0.003502396,1.390137587,0.74267291,1.389901196,0.999942076,1.355565436,0.003397521
0.37,2.127119077,0.958638155,1.667293886,0.046876866,1.419250241,0.371454269,1.401553219,0.001255367,1.399298411,0.003327628,1.390218412,0.73642303,1.390158104,0.999952829,1.355800335,0.003786089
0.38,2.162221072,0.961738975,1.677279982,0.046935676,1.421602841,0.387852874,1.401940005,0.001457969,1.39992613,0.003191233,1.39042357,0.999929089,1.390301335,0.730069136,1.356036363,0.004266673
0.39,2.1941484,0.964160903,1.686569096,0.047094317,1.424529041,0.407601466,1.402345077,0.001684191,1.400482607,0.003025294,1.390657227,0.999909831,1.390387707,0.722447619,1.356271551,0.0047468
0.4,2.225143603,0.966956968,1.696160126,0.047061971,1.427481262,0.426611592,1.402762838,0.001949339,1.401031566,0.0029128,1.390902722,0.999854666,1.390477236,0.714537017,1.356535,0.567471991
0.41,2.253117935,0.969089686,1.705023133,0.04709803,1.431162786,0.448897602,1.403205538,0.002259019,1.401519484,0.002761804,1.391121218,0.999802628,1.390570834,0.705182887,1.358901606,0.55761996
0.42,2.280457671,0.971528201,1.714210238,0.047007952,1.434944112,0.470328665,1.403663484,0.002611653,1.402004868,0.0026693,1.391353523,0.999712981,1.390669257,0.695192199,1.361073635,0.549357985
0.43,2.304961074,0.973357044,1.722620593,0.046946737,1.439635461,0.494520092,1.404152721,0.003034116,1.402436839,0.002536,1.39156335,0.999623116,1.390772436,0.683576649,1.363349197,0.540894772
0.44,2.329107057,0.975451408,1.731391801,0.046828976,1.444541333,0.517690063,1.404662323,0.003509297,1.402869997,0.002461482,1.391788406,0.99949361,1.390882922,0.67079941,1.365450297,0.534866869
0.45,2.350631793,0.97699424,1.739344399,0.046692077,1.450574725,0.542776411,1.405209938,0.004085782,1.403256364,0.002346887,1.3919954,0.999358343,1.3909991,0.656155703,1.367588888,0.529887784
0.46,2.371987939,0.97878269,1.747693098,0.046574661,1.456971063,0.566597539,1.405786475,0.004734511,1.403646113,0.002288353,1.392218453,0.999180683,1.391126096,0.639629141,1.36957132,0.52845015
0.47,2.391027247,0.98008129,1.755251143,0.046387934,1.464780407,0.591441216,1.40640951,0.005524154,1.403996537,0.002194611,1.392429315,0.998987906,1.391260495,0.620824149,1.371535742,0.529492747
0.48,2.409900244,0.981597997,1.763122705,0.046292742,1.473078279,0.614728632,1.40707259,0.006421019,1.404348682,0.002147821,1.39265429,0.998751276,1.39141016,0.59929744,1.37335075,0.535325855
0.49,2.42681494,0.982690786,1.770273347,0.046079343,1.48310709,0.638291311,1.407792787,0.007509929,1.404669199,0.002072864,1.392874688,0.998485114,1.391570103,0.574929318,1.375103473,0.544992756
0.5,2.443536951,0.983974688,1.777704515,0.046034969,1.493822781,0.660287797,1.408570947,0.008764156,1.404990319,0.002037382,1.393106924,0.998172767,1.391751683,0.546700414,1.376726046,0.560591922
0.51,2.458736356,0.984909041,1.784459396,0.045825435,1.506618271,0.682194716,1.409419179,0.010277774,1.405286053,0.001979861,1.393344216,0.997809387,1.391949002,0.514867155,1.378257556,0.581148373
0.52,2.473489629,0.985983499,1.791474345,0.045867338,1.520184668,0.702385335,1.410351431,0.012049104,1.405581428,0.001954602,1.393588651,0.99739863,1.392174388,0.478413933,1.379662567,0.608164862
0.53,2.487128304,0.986777158,1.797814186,0.045674653,1.536136454,0.722456503,1.41137113,0.014170309,1.405855553,0.001912309,1.393848785,0.996908634,1.39242305,0.437939284,1.380960172,0.640409555
0.54,2.500259914,0.987685793,1.804478434,0.045890515,1.55296242,0.74076968,1.412511961,0.016685471,1.406130688,0.001897392,1.394114197,0.996361837,1.392710077,0.392425663,1.382146989,0.678840291
0.55,2.512549541,0.988358159,1.810422284,0.045759752,1.572341168,0.759048481,1.413762583,0.019663817,1.406386949,0.001868941,1.394406729,0.99569913,1.393028173,0.343961392,1.383214023,0.720877997
0.56,2.52427224,0.989133331,1.816774796,0.046286875,1.592458357,0.77516833,1.415189501,0.023234492,1.406645434,0.001864144,1.394702269,0.994964502,1.393394776,0.292112231,1.384179526,0.766566163
0.57,2.53536838,0.989708796,1.822351606,0.046306501,1.615115389,0.791453193,1.416753694,0.027387373,1.406887186,0.001848405,1.395039317,0.99406375,1.393797586,0.24081218,1.385023205,0.811702386
0.58,2.545885864,0.99036911,1.828440499,0.047446674,1.638168255,0.804640926,1.418571757,0.032383809,1.407131945,0.001853779,1.395377883,0.993061779,1.394255057,0.190247159,1.385776622,0.855740205
0.59,2.555912047,0.990859834,1.833695447,0.04785902,1.663480817,0.818254082,1.420560174,0.03803834,1.407362141,0.001850094,1.395776447,0.991827562,1.394744471,0.145271028,1.386415722,0.894104144
0.6,2.565405453,0.991428559,1.839595442,0.050377082,1.688691025,0.826817753,1.422902356,0.044771029,1.407595686,0.001865769,1.396175988,0.990437432,1.395288512,0.105099527,1.3869832,0.927411843
0.61,2.574519068,0.99185181,1.844608756,0.051972948,1.715771803,0.836119587,1.425447599,0.052078565,1.407817152,0.001873462,1.396661334,0.988725295,1.395851311,0.073316578,1.387455192,0.952808339
0.62,2.583090109,0.99234077,1.850487174,0.05843195,1.74193296,0.834932284,1.428463343,0.060545428,1.408041487,0.001900149,1.397147337,0.986769212,1.396458614,0.047799771,1.387874174,0.97224647
0.63,2.591387001,0.992709246,1.855454908,0.064953989,1.769594631,0.832864219,1.431700224,0.069202084,1.408256536,0.001919113,1.397755665,0.984379323,1.397069403,0.029742421,1.388221996,0.985174327
0.64,2.599160912,0.993129613,1.861900608,0.088344858,1.795180421,0.798659575,1.435515533,0.078791064,1.408473704,0.001957541,1.398368261,0.981587306,1.397713514,0.016768893,1.388534495,0.993633688
0.65,2.606721494,0.99345109,1.867827328,0.131427818,1.821505752,0.73303426,1.439535276,0.087890843,1.408684079,0.001988263,1.399154211,0.978246136,1.398348171,0.00879702,1.38879665,0.998089239
0.66,2.613807178,0.993814689,1.878254911,0.282152675,1.842393949,0.526056069,1.444203426,0.097435763,1.408896342,0.002039196,1.399957061,0.974246381,1.399008342,0.004126883,1.389036996,0.999846222
0.67,2.620692851,0.994091538,1.892526131,0.569871209,1.859252858,0.252770542,1.448994143,0.105780727,1.409103258,0.002082884,1.401007418,0.96959779,1.399648923,0.002304968,1.389241663,0.999570125
0.68,2.627191625,0.994412133,1.914516717,0.761255995,1.867457515,0.12669106,1.454484562,0.114151532,1.409313175,0.002147085,1.402101035,0.963970369,1.400313891,0.002451593,1.389434438,0.997791688
0.69,2.633475541,0.994651979,1.937245937,0.86039101,1.8743334,0.073634198,1.459956454,0.120906235,1.409518494,0.002204816,1.403552847,0.957674646,1.400952216,0.004037072,1.389601296,0.995171604
0.7,2.63945463,0.994935266,1.961418757,0.892161896,1.878939787,0.059564737,1.466146165,0.127513656,1.409727846,0.002284048,1.405097732,0.950079971,1.401614871,0.006827787,1.389762125,0.991693506
0.71,2.645206365,0.995144142,1.984541326,0.917334997,1.883715678,0.048773005,1.47216797,0.132462819,1.409933561,0.002357632,1.407165583,0.942000962,1.402248401,0.010240356,1.389904035,0.988007694
0.72,2.650717745,0.995395118,2.007839933,0.927662805,1.887613585,0.045590957,1.478890835,0.137309342,1.410143968,0.002454062,1.409405059,0.932496527,1.402905514,0.014446692,1.390043185,0.983794168
0.73,2.65599241,0.995577511,2.029903819,0.938501666,1.891665656,0.041756025,1.485308274,0.140649462,1.412396796,0.923048092,1.410351999,0.002545888,1.403534099,0.018844215,1.390168493,0.979672331
0.74,2.661086599,0.995800863,2.051910289,0.944153357,1.895241446,0.040530428,1.492420881,0.144089142,1.415666793,0.912350209,1.410565224,0.002662723,1.404185982,0.023816367,1.390292948,0.975188758
0.75,2.665936312,0.995960161,2.072632495,0.950402315,1.898881316,0.038656204,1.499096804,0.146179598,1.419968297,0.902616952,1.410777525,0.002776,1.404811821,0.028779028,1.390407334,0.970911893
0.76,2.67065331,0.996160156,2.093268159,0.954318367,1.902229562,0.037971138,1.506484095,0.148670355,1.424651452,0.891933022,1.410995485,0.002918226,1.405460146,0.034189142,1.390521891,0.966363719
0.77,2.675121742,0.996300598,2.112602092,0.958514408,1.905580534,0.036843308,1.513358237,0.149894283,1.430644536,0.883220807,1.411215409,0.003059887,1.406087139,0.039530439,1.390629366,0.962032638
0.78,2.679498486,0.996479412,2.131895587,0.961511826,1.908729101,0.036360311,1.520888278,0.151913611,1.437100122,0.873319802,1.411438948,0.003233607,1.406734393,0.045226081,1.39073749,0.95749071
0.79,2.683622258,0.996603313,2.149874491,0.964568777,1.911839576,0.035583361,1.527832967,0.152598099,1.445090478,0.866207524,1.411667897,0.00340972,1.407366708,0.050879514,1.390840966,0.95311928
0.8,2.68769289,0.996764028,2.167895491,0.966981172,1.914817227,0.035184672,1.53550444,0.154764317,1.453596096,0.856835503,1.411900334,0.00363273,1.40801709,0.056811625,1.390945375,0.948576352
0.81,2.691506382,0.996873568,2.184595626,0.969318717,1.917720959,0.03459544,1.542459554,0.155348892,1.463787012,0.850980216,1.412140622,0.003859005,1.408660178,0.062781512,1.391047189,0.944126216
0.82,2.695298845,0.99701856,2.201419709,0.97131442,1.92054269,0.03423739,1.550276794,0.158595118,1.474505767,0.840584392,1.412385241,0.004169875,1.409318398,0.068940798,1.391498165,0.030375314
0.83,2.698833051,0.997115981,2.216931564,0.973162303,1.923266434,0.033756201,1.557232507,0.15987179,1.486972949,0.834590043,1.41264033,0.004490695,1.409979127,0.07525468,1.392062526,0.026732932
0.84,2.702371401,0.997246875,2.232637912,0.974838559,1.925940919,0.033422902,1.565266632,0.166342329,1.499881654,0.818977811,1.412900978,0.00501371,1.410650001,0.081584391,1.392611077,0.025169047
0.85,2.705651336,0.997333557,2.247045924,0.976330552,1.928501422,0.0330107,1.572270872,0.170669408,1.514494577,0.808197719,1.413175065,0.005615327,1.411335391,0.088152983,1.393107231,0.022362355
0.86,2.708959329,0.99745226,2.261722279,0.977757332,1.931040037,0.032692397,1.580820082,0.187025894,1.529199251,0.7747346,1.413459834,0.006996732,1.412022825,0.094074617,1.393591624,0.021107037
0.87,2.71200868,0.997529549,2.275115213,0.978981494,1.933449374,0.032327471,1.588192214,0.204675092,1.545383826,0.740626209,1.413763565,0.009459344,1.412735658,0.09933513,1.39403326,0.018978041
0.88,2.715105957,0.997637525,2.28883963,0.980207954,1.935863624,0.032018941,1.59826307,0.2572746,1.560593598,0.65027897,1.414105612,0.019410892,1.413421989,0.096717732,1.394467044,0.017966561
0.89,2.717944945,0.997706706,2.301297251,0.981225969,1.938132048,0.031688022,1.607519316,0.337737204,1.576406619,0.536066068,1.414540677,0.056585004,1.414076885,0.066836946,1.394864776,0.01635145
0.9,2.720849881,0.997805079,2.314147492,0.982287937,1.940432131,0.031386738,1.621968109,0.47888747,1.588825723,0.384600325,1.415194164,0.104998311,1.414528453,0.028293331,1.395258041,0.015526944
0.91,2.723621682,0.997873226,2.326334218,0.983174011,1.942822657,0.031118523,1.637847118,0.623980509,1.600607524,0.272642983,1.415989442,0.12934749,1.414931448,0.015032953,1.395638404,0.014372351
0.92,2.72622557,0.997956995,2.337792359,0.984069265,1.94476367,0.030786042,1.655772142,0.721676006,1.609001257,0.214295984,1.416820339,0.142032211,1.415295273,0.012698942,1.395980625,0.013608868
0.93,2.728829177,0.998018148,2.349222137,0.98482323,1.947038719,0.030535121,1.675403685,0.789243939,1.617724378,0.179973566,1.417751167,0.155369999,1.415694379,0.011231427,1.396330682,0.012704987
0.94,2.731263882,0.998095061,2.359909172,0.985606577,1.948874513,0.030210584,1.695224994,0.825688643,1.624495979,0.163734737,1.418681858,0.166737987,1.416088454,0.011502344,1.39664736,0.012078424
0.95,2.733714431,0.998150623,2.370646582,0.986257127,1.951036332,0.02997301,1.716205917,0.853756745,1.632040465,0.151913353,1.419746993,0.18046137,1.41652569,0.011535365,1.396972218,0.011357889
0.96,2.735992509,0.998220827,2.380621496,0.986942237,1.952779406,0.029656184,1.736494639,0.870726402,1.63818953,0.145532528,1.420806369,0.193233296,1.416966958,0.012346515,1.397268245,0.010839082
0.97,2.738304077,0.998272387,2.390727536,0.987513742,1.954833457,0.029428475,1.75780084,0.885685985,1.645165093,0.139871051,1.422045852,0.20892873,1.417458408,0.012923531,1.397572187,0.010254585
0.98,2.740436361,0.998335639,2.400042068,0.988109648,1.956491804,0.029119968,1.777938473,0.895946111,1.650965533,0.136395038,1.423285112,0.223968613,1.417959613,0.014052102,1.397851348,0.009822001
0.99,2.742620834,0.998383094,2.409569322,0.988612884,1.958441021,0.028900249,1.799067899,0.905678053,1.657561036,0.132899538,1.424763617,0.242516016,1.418520139,0.01501374,1.398137796,0.009340946
1,2.744617889,0.998440671,2.418273526,0.989135507,1.960024037,0.028599908,1.818712023,0.912939884,1.663114612,0.130521149,1.426256537,0.260536802,1.419097219,0.016462366,1.398403274,0.008978011
1.01,2.746687144,0.998483887,2.427276151,0.989578186,1.961874727,0.028386786,1.839399991,0.920065748,1.669410166,0.127961172,1.428075675,0.282832753,1.419745298,0.017812207,1.398675233,0.008577104
1.02,2.748557373,0.998536949,2.435409214,0.990041399,1.963387444,0.02809454,1.858324967,0.925649811,1.67475489,0.126084254,1.429923371,0.304454999,1.420418067,0.019646057,1.398929509,0.008271732
1.03,2.750517473,0.998576935,2.443916157,0.990435482,1.965146837,0.02788726,1.878370107,0.931228841,1.680793027,0.123996677,1.432223008,0.331224881,1.421177302,0.021450241,1.39918958,0.007934429
1.04,2.752273173,0.998625371,2.451533989,0.990844947,1.96659248,0.027602792,1.896491948,0.935700953,1.685944408,0.122386493,1.434578928,0.356993368,1.421971486,0.023770823,1.399434685,0.007677487
1.05,2.754127121,0.998662003,2.459561368,0.991194418,1.968268172,0.0274007,1.915752208,0.940204447,1.691751966,0.120574947,1.437560731,0.388615406,1.422873414,0.026137381,1.399685088,0.007392731
